0
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	DmgMin	DmgMax	Speed	Dur	MgcDur	MgcRate	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
97	4	0	2	2	1	1	0	"Bloodangel Elf Pants"		150	31	0	100	380	13	27	150	0	0	3	0  	0  	3  	0  	0  	0  	0
98	4	0	2	2	1	1	0	"Bloodangel Knight Pants"	150	75	0	100	380	157	45	0	0	0	3	0  	3  	0  	0  	0  	0  	0
99	4	0	2	2	1	1	0	"Bloodangel Wizard Pants"	150	49	0	100	380	44	14	0	0	0	3	3  	0  	0  	0  	0  	0  	0
100	4	0	2	2	1	1	0	"Bloodangel Elf Pants"		150	58	0	100	380	36	80	0	0	0	3	0  	0  	3  	0  	0  	0  	0
101	4	0	2	2	1	1	0	"Bloodangel Summoner Pants"	150	47	0	100	380	36	12	0	0	0	3	0  	0  	0  	0  	0  	3  	0
102	4	0	2	2	1	1	0	"Bloodangel Magic Pants"	150	71	0	100	380	136	56	0	0	0	3	0  	0  	0  	3  	0  	0  	0
103	4	0	2	2	1	1	0	"Bloodangel Lord Pants"		150	49	0	100	380	61	16	0	0	0	3	0  	0  	0  	0  	3  	0  	0
104	4	0	2	2	1	1	0	"Bloodangel Fighter Pants"	150	56	0	100	380	76	66	0	0	0	3	0  	0  	0  	0  	0  	0  	3
//Season11
110	4	0	2	2	1	1	0	"Darkangel Knight Pants"	150	100 	0	100 	580	157	45	0 	0 	0 	3	0	3	0	0	0	0	0
111	4	0	2	2	1	1	0	"Darkangel Wizard Pants"	150	74 	0	100 	580	44 	14	0 	0 	0 	3	3	0	0	0	0	0	0
112	4	0	2	2	1	1	0	"Darkangel Elf Pants"		150	83 	0	100 	580	36 	80	0 	0 	0 	3	0	0	3	0	0	0	0
113	4	0	2	2	1	1	0	"Darkangel Summoner Pants"	150	72 	0	100 	580	36 	12	0 	0 	0 	3	0	0	0	0	0	3	0
114	4	0	2	2	1	1	0	"Darkangel Magic Pants"		150	96 	0	100 	580	136	56	0 	0 	0 	3	0	0	0	3	0	0	0
115	4	0	2	2	1	1	0	"Darkangel Lord Pants"		150	74 	0	100 	580	61 	16	0 	0 	0 	3	0	0	0	0	3	0	0
116	4	0	2	2	1	1	0	"Darkangel Fighter Pants"	150	81 	0	100 	580	76 	66 	0 	0 	0 	3	0	0	0	0	0	0	3
117	4	0	2	2	1	1	0	"Darkangel Elf Pants"		150	44	0	100	580	13	27	150	0	0	3	0	0	3	0	0	0	0
118	4	0	2	2	1	1	0	"Darkangel Magic Pants"		150	82 	0	100 	580	33 	30	153 	0 	0 	3	0	0	0	3	0	0	0
119	4	0	2	2	1	1	0	"Darkangel Knight Energy Pants"	150	118 	0	100 	580	0 	21	106 	0 	0 	3	0	3	0	0	0	0	0
//
120	4	0	2	2	1	1	0	"Holyangel Knight Pants"	150	150	0	100	680	157	45	0 	0	0 	3	0	3	0	0	0	0	0 
121	4	0	2	2	1	1	0	"Holyangel Wizard Pants"	150	124	0	100	680	44 	14	0 	0	0 	3	3	0	0	0	0	0	0 
122	4	0	2	2	1	1	0	"Holyangel Elf Pants"		150	133	0	100	680	36 	80	0 	0	0 	3	0	0	3	0	0	0	0 
123	4	0	2	2	1	1	0	"Holyangel Summoner Pants"	150	122	0	100	680	36 	12	0 	0	0 	3	0	0	0	0	0	3	0 
124	4	0	2	2	1	1	0	"Holyangel Magic Pants"		150	136	0	100	680	136	56	0 	0	0 	3	0	0	0	3	0	0	0 
125	4	0	2	2	1	1	0	"Holyangel Lord Pants"		150	124	0	100	680	61 	16	0 	0	0 	3	0	0	0	0	3	0	0 
126	4	0	2	2	1	1	0	"Holyangel Fighter Pants"	150	131	0	100	680	76 	0 	0 	0	0 	3	0	0	0	0	0	0	3 
127	4	0	2	2	1	1	0	"Holyangel Knight Pants"	150	168	0	100	680	0 	21	106	0	0 	3	0	3	0	0	0	0	0 
128	4	0	2	2	1	1	0	"Holyangel Elf Pants"		150	63 	0	100	680	13 	27	150	0	0 	3	0	0	3	0	0	0	0 
129	4	0	2	2	1	1	0	"Holyangel Magic Pants"		150	132	0	100	680	33 	30	153	0	0 	3	0	0	0	3	0	0	0 
//
130	4	0	2	2	1	1	0	"Soul Knight Pants"		150	195	0	100	780	157	45	0 	0	0 	3	0	3	0	0	0	0	0 
131	4	0	2	2	1	1	0	"Soul Wizard Pants"		150	169	0	100	780	44 	14	0 	0	0 	3	3	0	0	0	0	0	0 
132	4	0	2	2	1	1	0	"Soul Elf Pants"		150	180	0	100	780	36 	80	0 	0	0 	3	0	0	3	0	0	0	0 
133	4	0	2	2	1	1	0	"Soul Summoner Pants"		150	169	0	100	780	36 	12	0 	0	0 	3	0	0	0	0	0	3	0 
134	4	0	2	2	1	1	0	"Soul Magic Pants"		150	181	0	100	780	136	56	0 	0	0 	3	0	0	0	3	0	0	0 
135	4	0	2	2	1	1	0	"Soul Lord Pants"		150	169	0	100	780	61 	16	0 	0	0 	3	0	0	0	0	3	0	0 
136	4	0	2	2	1	1	0	"Soul Fighter Pants"		150	176	0	100	780	76 	0 	0 	0	0 	3	0	0	0	0	0	0	3 
137	4	0	2	2	1	1	0	"Soul Knight Pants"		150	213	0	100	780	0 	21	106	0	0 	3	0	3	0	0	0	0	0 
138	4	0	2	2	1	1	0	"Soul Elf Pants"		150	104	0	100	780	13 	27	150	0	0 	3	0	0	3	0	0	0	0 
139	4	0	2	2	1	1	0	"Soul Magic Pants"		150	177	0	100	780	33 	30	153	0	0 	3	0	0	0	3	0	0	0 
//
166	4	0	2	2	1	1	0	"Tigris Pants"			111	53	0	86	380	68	20	0	0	0	3	0	0	0	0	0	0	1
167	4	0	2	2	1	1	0	"Crimson Skull Pants"		143	62	0	90	400	73	21	0	0	0	3	0	0	0	0	0	0	3
//Tier1
301	4	0	2	2	1	1	0	"Great Dragon Pants"		150	75	0	100	380	157	45	0	0	0	3	0  	3  	0  	0  	0  	0  	0
302	4	0	2	2	1	1	0	"Dark Soul Pants"		150	49	0	100	380	44	14	0	0	0	3	3  	0  	0  	0  	0  	0  	0
303	4	0	2	2	1	1	0	"Red Spirit Pants"		150	58	0	100	380	36	80	0	0	0	3	0  	0  	3  	0  	0  	0  	0
304	4	0	2	2	1	1	0	"Demonic Pants"			150	47	0	100	380	36	12	0	0	0	3	0  	0  	0  	0  	0  	3  	0
305	4	0	2	2	1	1	0	"Hurricane Pants"		150	71	0	100	380	136	56	0	0	0	3	0  	0  	0  	3  	0  	0  	0
306	4	0	2	2	1	1	0	"Dark Master Pants"		150	49	0	100	380	61	16	0	0	0	3	0  	0  	0  	0  	3  	0  	0
307	4	0	2	2	1	1	0	"Storm Zahad Pants"		150	56	0	100	380	76	66	0	0	0	3	0  	0  	0  	0  	0  	0  	3
308 	4 	0 	2 	2 	1 	1 	0 	"Thunder Hawk Pants"		150 	57 	0 	100 	380 	33 	30 	153 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0
309	4	0	2	2	1	1	0	"Leather Pants"			150	93	0	100	380	0	21	106	0	0	3	0  	3  	0  	0  	0  	0  	0
310	4	0	2	2	1	1	0	"Vine Pants"			150	31	0	100	380	13	27	150	0	0	3	0  	0  	3  	0  	0  	0  	0

//Tier2
311	4	0	2	2	1	1	0	"Great Dragon Pants"		150	100 	0	100 	580	157	45	0 	0 	0 	3	0	3	0	0	0	0	0
312	4	0	2	2	1	1	0	"Dark Soul Pants"		150	74 	0	100 	580	44 	14	0 	0 	0 	3	3	0	0	0	0	0	0
313	4	0	2	2	1	1	0	"Red Spirit Pants"		150	83 	0	100 	580	36 	80	0 	0 	0 	3	0	0	3	0	0	0	0
314	4	0	2	2	1	1	0	"Demonic Pants"			150	72 	0	100 	580	36 	12	0 	0 	0 	3	0	0	0	0	0	3	0
315	4	0	2	2	1	1	0	"Hurricane Pants"		150	96 	0	100 	580	136	56	0 	0 	0 	3	0	0	0	3	0	0	0
316	4	0	2	2	1	1	0	"Dark Master Pants"		150	74 	0	100 	580	61 	16	0 	0 	0 	3	0	0	0	0	3	0	0
317	4	0	2	2	1	1	0	"Storm Zahad Pants"		150	81 	0	100 	580	76 	66 	0 	0 	0 	3	0	0	0	0	0	0	3
318	4	0	2	2	1	1	0	"Vine Pants"			150	44	0	100	580	13	27	150	0	0	3	0	0	3	0	0	0	0
319	4	0	2	2	1	1	0	"Thunder Hawk Pants"		150	82 	0	100 	580	33 	30	153 	0 	0 	3	0	0	0	3	0	0	0
320	4	0	2	2	1	1	0	"Leather Pants"			150	118 	0	100 	580	0 	21	106 	0 	0 	3	0	3	0	0	0	0	0

//Tier3
321	4	0	2	2	1	1	0	"Great Dragon Pants"		150	150	0	100	680	157	45	0 	0	0 	3	0	3	0	0	0	0	0
322	4	0	2	2	1	1	0	"Dark Soul Pants"		150	124	0	100	680	44 	14	0 	0	0 	3	3	0	0	0	0	0	0
323	4	0	2	2	1	1	0	"Red Spirit Pants"		150	133	0	100	680	36 	80	0 	0	0 	3	0	0	3	0	0	0	0
324	4	0	2	2	1	1	0	"Demonic Pants"			150	122	0	100	680	36 	12	0 	0	0 	3	0	0	0	0	0	3	0
325	4	0	2	2	1	1	0	"Hurricane Pants"		150	136	0	100	680	136	56	0 	0	0 	3	0	0	0	3	0	0	0
326	4	0	2	2	1	1	0	"Dark Master Pants"		150	124	0	100	680	61 	16	0 	0	0 	3	0	0	0	0	3	0	0
327	4	0	2	2	1	1	0	"Storm Zahad Pants"		150	131	0	100	680	76 	0 	0 	0	0 	3	0	0	0	0	0	0	3
328	4	0	2	2	1	1	0	"Vine Pants"			150	63 	0	100	680	13 	27	150	0	0 	3	0	0	3	0	0	0	0
329	4	0	2	2	1	1	0	"Thunder Hawk Pants"		150	132	0	100	680	33 	30	153	0	0 	3	0	0	0	3	0	0	0
330	4	0	2	2	1	1	0	"Leather Pants"			150	168	0	100	680	0 	21	106	0	0 	3	0	3	0	0	0	0	0

//Tier4
331	4	0	2	2	1	1	0	"Great Dragon Pants"		150	195	0	100	780	157	45	0 	0	0 	3	0	3	0	0	0	0	0
332	4	0	2	2	1	1	0	"Dark Soul Pants"		150	169	0	100	780	44 	14	0 	0	0 	3	3	0	0	0	0	0	0
333	4	0	2	2	1	1	0	"Red Spirit Pants"		150	180	0	100	780	36 	80	0 	0	0 	3	0	0	3	0	0	0	0
334	4	0	2	2	1	1	0	"Demonic Pants"			150	169	0	100	780	36 	12	0 	0	0 	3	0	0	0	0	0	3	0
335	4	0	2	2	1	1	0	"Hurricane Pants"		150	181	0	100	780	136	56	0 	0	0 	3	0	0	0	3	0	0	0
336	4	0	2	2	1	1	0	"Dark Master Pants"		150	169	0	100	780	61 	16	0 	0	0 	3	0	0	0	0	3	0	0
337	4	0	2	2	1	1	0	"Storm Zahad Pants"		150	176	0	100	780	76 	0 	0 	0	0 	3	0	0	0	0	0	0	3
338	4	0	2	2	1	1	0	"Vine Pants"			150	104	0	100	780	13 	27	150	0	0 	3	0	0	3	0	0	0	0
339	4	0	2	2	1	1	0	"Thunder Hawk Pants"		150	177	0	100	780	33 	30	153	0	0 	3	0	0	0	3	0	0	0
340	4	0	2	2	1	1	0	"Leather Pants"			150	213	0	100	780	0 	21	106	0	0 	3	0	3	0	0	0	0	0

end

10
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
0	5	0	2	2	1	1	1	"Bronze Gloves"			13	4	4	34	0	80	20	0	0	0	3	0	1	0	1	1	0	0
1	5	0	2	2	1	1	1	"Dragon Gloves"			52	14	6	68	0	120	30	0	0	0	3	0	1	0	1	0	0	0
2	5	0	2	2	1	1	1	"Pad Gloves"			3	2	0	28	0	20	0	0	0	0	3	1	0	0	1	0	0	0
3	5	0	2	2	1	1	1	"Legendary Gloves"		44	11	0	42	0	20	0	0	0	0	3	1	0	0	1	0	0	0
4	5	0	2	2	1	1	1	"Bone Gloves"			14	5	0	30	0	20	0	0	0	0	3	1	0	0	1	0	0	0
5	5	0	2	2	1	1	1	"Leather Gloves"		4	2	8	30	0	80	0	0	0	0	3	0	1	0	1	1	0	0
6	5	0	2	2	1	1	1	"Scale Gloves"			22	7	10	40	0	110	0	0	0	0	3	0	1	0	1	1	0	0
7	5	0	2	2	1	1	1	"Sphinx Gloves"			28	8	0	36	0	20	0	0	0	0	3	1	0	0	1	0	0	0
8	5	0	2	2	1	1	1	"Brass Gloves"			32	9	8	44	0	100	30	0	0	0	3	0	1	0	1	0	0	0
9	5	0	2	2	1	1	1	"Plate Gloves"			42	12	4	50	0	130	0	0	0	0	3	0	1	0	1	0	0	0
10	5	0	2	2	1	1	1	"Vine Gloves"			4	2	4	22	0	30	60	0	0	0	3	0	0	1	0	0	0	0
11	5	0	2	2	1	1	1	"Silk Gloves"			14	4	8	26	0	30	70	0	0	0	3	0	0	1	0	0	0	0
12	5	0	2	2	1	1	1	"Wind Gloves"			26	6	10	32	0	30	80	0	0	0	3	0	0	1	0	0	0	0
13	5	0	2	2	1	1	1	"Spirit Gloves"			38	9	4	38	0	40	80	0	0	0	3	0	0	1	0	0	0	0
14	5	0	2	2	1	1	1	"Guardian Gloves"		50	15	6	45	0	40	80	0	0	0	3	0	0	1	0	0	0	0
15	5	0	2	2	1	1	1	"Storm Crow Gloves"		70	20	6	80	0	150	70	0	0	0	3	0	0	0	1	0	0	0
16	5	0	2	2	1	1	1	"Black Dragon Gloves"		76	22	6	74	0	170	60	0	0	0	3	0	1	0	0	0	0	0
17	5	0	2	2	1	1	1	"Dark Phoenix Gloves"		86	37	6	80	0	205	63	0	0	0	3	0	2	0	0	0	0	0
18	5	0	2	2	1	1	1	"Grand Soul Gloves"		70	20	5	67	0	49	10	0	0	0	3	2	0	0	0	0	0	0
19	5	0	2	2	1	1	1	"Holy Spirit Gloves"		72	29	6	74	0	50	110	0	0	0	3	0	0	2	0	0	0	0
20	5	0	2	2	1	1	1	"Thunder Hawk Gloves"		88	34	7	82	0	150	70	0	0	0	3	0	0	0	1	0	0	0
21	5	0	2	2	1	1	1	"Great Dragon Gloves"		94	48	6	86	0	200	58	0	0	0	3	0	2	0	0	0	0	0
22	5	0	2	2	1	1	1	"Dark Soul Gloves"		87	30	6	75	0	55	18	0	0	0	3	2	0	0	0	0	0	0
23	5	0	2	2	1	1	1	"Hurricane Gloves"		102	45	7	90	0	162	66	0	0	0	3	0	0	0	1	0	0	0
24	5	0	2	2	1	1	1	"Red Spirit Gloves"		84	38	6	80	0	52	115	0	0	0	3	0	0	2	0	0	0	0
25	5	0	2	2	1	1	1	"Light Plate Gloves"		42	12	7	42	0	70	20	0	0	0	3	0	0	0	0	1	0	0
26	5	0	2	2	1	1	1	"Adamantine Gloves"		57	18	6	56	0	77	21	0	0	0	3	0	0	0	0	1	0	0
27	5	0	2	2	1	1	1	"Dark Steel Gloves"		75	21	5	70	0	84	22	0	0	0	3	0	0	0	0	1	0	0
28	5	0	2	2	1	1	1	"Dark Master Gloves"		89	29	4	78	0	80	21	0	0	0	3	0	0	0	0	1	0	0
29	5	0	2	2	1	1	1	"Dragon Knight Gloves"		114	60	7	90	380	170	60	0	0	0	3	0	2	0	0	0	0	0
30	5	0	2	2	1	1	1	"Venom Mist Gloves"		111	44	7	86	380	44	15	0	0	0	3	2	0	0	0	0	0	0
31	5	0	2	2	1	1	1	"Sylphid Ray Gloves"		111	50	7	86	380	38	80	0	0	0	3	0	0	2	0	0	0	0
32	5	0	2	2	1	1	1	"Volcano Gloves"		127	55	7	95	380	145	60	0	0	0	3	0	0	0	1	0	0	0
33	5	0	2	2	1	1	1	"Sunlight Gloves"		110	40	5	82	380	62	16	0	0	0	3	0	0	0	0	1	0	0
34	5	0	2	2	1	1	1	"Ashcrow Gloves"		61	18	6	72	0	160	50	0	0	0	3	0	1	0	0	0	0	0
35	5	0	2	2	1	1	1	"Eclipse Gloves"		61	15	6	54	0	53	12	0	0	0	3	1	0	0	0	0	0	0
36	5	0	2	2	1	1	1	"Iris Gloves"			61	22	6	59	0	50	70	0	0	0	3	0	0	1	0	0	0	0
37	5	0	2	2	1	1	1	"Valiant Gloves"		91	27	7	81	0	155	50	0	0	0	3	0	0	0	1	0	0	0
38	5	0	2	2	1	1	1	"Glorious Gloves"		91	25	5	74	0	80	21	0	0	0	3	0	0	0	0	1	0	0
39	5	0	2	2	1	1	1	"Violent Wind Gloves"		24	9	6	36	0	22	0	0	0	0	3	0	0	0	0	0	1	0
40	5	0	2	2	1	1	1	"Red Wing Gloves"		44	13	8	42	0	18	4	0	0	0	3	0	0	0	0	0	1	0
41	5	0	2	2	1	1	1	"Ancient Gloves"		61	19	7	54	0	52	16	0	0	0	3	0	0	0	0	0	1	0
42	5	0	2	2	1	1	1	"Demonic Gloves"		70	26	6	67	0	50	10	0	0	0	3	0	0	0	0	0	2	0
43	5	0	2	2	1	1	1	"Storm Blitz Gloves"		87	34	6	75	380	56	20	0	0	0	3	0	0	0	0	0	2	0
44	5	0	2	2	1	1	0	"Eternal Wing Gloves"		102	29	0	86	380	62	20	170	0	0	3	0	0	0	0	0	2	0
45	5	0	2	2	1	1	0	"Titan Gloves"			100	56	7	86	380	222	32	0	0	0	3	0	2	0	0	0	0	0
46	5	0	2	2	1	1	0	"Brave Gloves"			97	42	7	86	380	74	162	0	0	0	3	0	2	0	0	0	0	0
47	5	0	2	2	1	1	0	"Phantom Gloves"		101	49	7	86	380	212	57	0	0	0	3	0	0	0	1	0	0	0
48	5	0	2	2	1	1	0	"Destroy Gloves"		99	40	7	86	380	62	19	165	0	0	3	0	0	0	1	0	0	0
49	5	0	2	2	1	1	0	"Seraphim Gloves"		100	43	7	86	380	55	197	0	0	0	3	0	0	2	0	0	0	0
50	5	0	2	2	1	1	0	"Divine Gloves"			95	36	7	86	380	32	29	138	0	0	3	0	0	2	0	0	0	0
51	5	0	2	2	1	1	0	"Royal Gloves"			101	34	7	86	380	105	38	0	0	0	3	0	0	0	0	1	0	0
52	5	0	2	2	1	1	0	"Hades Gloves"			100	31	7	86	400	60	15	181	0	0	3	2	0	0	0	0	0	0
54	5	0	2	2	1	1	0	"Lazy Wind Gloves"		142	59	7	90	400	67	151	0	0	0	3	0	3	0	0	0	0	0
55	5	0	2	2	1	1	0	"Dark Devil Gloves"		142	40	7	90	400	45	13	171	0	0	3	3	0	0	0	0	0	0
56	5	0	2	2	1	1	0	"Sticky Gloves"			142	52	7	90	400	48	180	0	0	0	3	0	0	3	0	0	0	0
57	5	0	2	2	1	1	0	"Hell Night Gloves"		142	58	7	90	400	194	52	0	0	0	3	0	0	0	3	0	0	0
58	5	0	2	2	1	1	0	"Ambition Gloves"		142	43	7	90	400	112	22	0	0	0	3	0	0	0	0	3	0	0
62	5	0	2	2	0	0	0	"Lucky Scale Gloves"		22	10	10	255	1	0	0	0	0	0	3	0	1	0	0	1	0	0
63	5	0	2	2	0	0	0	"Lucky Silk Gloves"		14	6	8	255	1	0	0	0	0	0	3	0	0	1	0	0	0	0
64	5	0	2	2	0	0	0	"Lucky Sphinx Gloves"		28	12	0	255	1	0	0	0	0	0	3	1	0	0	1	0	0	0
65	5	0	2	2	0	0	0	"Lucky Violent Wind Gloves"	24	13	6	255	1	0	0	0	0	0	3	0	0	0	0	0	1	0
66	5	0	2	2	0	0	0	"Lucky Adamantine Gloves"	57	20	6	255	0	0	0	0	0	0	3	0	0	0	0	1	0	0
67	5	0	2	2	0	0	0	"Lucky Dragon Gloves"		52	19	6	255	0	0	0	0	0	0	3	0	1	0	0	0	0	0
68	5	0	2	2	0	0	0	"Lucky Guardian Gloves"		50	20	6	255	0	0	0	0	0	0	3	0	0	1	0	0	0	0
69	5	0	2	2	0	0	0	"Lucky Legendary Gloves"	44	16	0	255	0	0	0	0	0	0	3	1	0	0	0	0	0	0
70	5	0	2	2	0	0	0	"Lucky Red Wing Gloves"		44	18	8	255	0	0	0	0	0	0	3	0	0	0	0	0	1	0
71	5	0	2	2	0	0	0	"Lucky Atlans Gloves"		70	25	6	255	0	0	0	0	0	0	3	0	0	0	1	0	0	0
74	5	0	2	2	1	1	0	"Stormwing Gloves"		142	65	7	90	400	200	33	0	0	0	3	0	3	0	0	0	0	0
75	5	0	2	2	1	1	0	"Light Lord Gloves"		142	45	7	90	400	14	31	127	0	0	3	0	0	3	0	0	0	0
76	5	0	2	2	1	1	0	"Magic Knight Gloves"		142	49	7	90	400	48	17	142	0	0	3	0	0	0	3	0	0	0
91	5	0	2	2	1	1	0	"Succubus Gloves"		142	38	6	90	400	56	19	157	0	0	3	0	0	0	0	0	3	0
95 	5 	0 	2 	2 	1 	1 	0 	"Bloodangel Magic Gloves"	150 	52 	7 	100 	380 	30 	27 	151 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 
96	5	0	2	2	1	1	0	"Bloodangel Knight Gloves"	150	76	6	100	380	0	19	14	0	0	3	0  	3  	0  	0  	0  	0  	0
97	5	0	2	2	1	1	0	"Bloodangel Elf Gloves"		150	20	6	100	380	12	25	148	0	0	3	0  	0  	3  	0  	0  	0  	0
98	5	0	2	2	1	1	0	"Bloodangel Knight Gloves"	150	58	6	100	380	131	38	0	0	0	3	0  	3  	0  	0  	0  	0  	0
99	5	0	2	2	1	1	0	"Bloodangel Wizard Gloves"	150	40  	6 	100	380	33	11	0	0	0	3	3  	0  	0  	0  	0  	0  	0
100	5	0	2	2	1	1	0	"Bloodangel Elf Gloves"		150	48	6	100	380	31	68	0	0	0	3	0  	0  	3  	0  	0  	0  	0
101	5	0	2	2	1	1	0	"Bloodangel Summoner Gloves"	150	36	8	100	380	25	5	0	0	0	3	0  	0  	0  	0  	0  	3  	0
102	5	0	2	2	1	1	0	"Bloodangel Magic Gloves"	150	55	7	100	380	115	47	0	0	0	3	0  	0  	0  	3  	0  	0  	0
103	5	0	2	2	1	1	0	"Bloodangel Lord Gloves"	150	39	5	100	380	50	13	0	0	0	3	0  	0  	0  	0  	3  	0  	0
//Season11
110	5	0	2	2	1	1	0	"Darkangel Knight Gloves"	150	83 	6 	100	580	131 	38 	0 	0 	0	3	0	3	0	0	0	0	0
111	5	0	2	2	1	1	0	"Darkangel Wizard Gloves"	150	65 	6 	100	580	33 	11 	0 	0 	0	3	3	0	0	0	0	0	0
112	5	0	2	2	1	1	0	"Darkangel Elf Gloves"		150	73 	6 	100	580	31 	68 	0 	0 	0	3	0	0	3	0	0	0	0
113	5	0	2	2	1	1	0	"Darkangel Summoner Gloves"	150	61 	8 	100	580	25 	5 	0 	0 	0	3	0	0	0	0	0	3	0
114	5	0	2	2	1	1	0	"Darkangel Magic Gloves"	150	80 	7 	100	580	115 	47 	0 	0 	0	3	0	0	0	3	0	0	0
115	5	0	2	2	1	1	0	"Darkangel Lord Gloves"		150	64 	5 	100	580	50 	13 	0 	0 	0	3	0	0	0	0	3	0	0
117	5	0	2	2	1	1	0	"Darkangel Elf Ene Gloves"	150	33 	7 	100	580	12 	25 	148 	0 	0	3	0	0	3	0	0	0	0
118	5	0	2	2	1	1	0	"Darkangel Magic Ene Gloves"	150	77 	7 	100	580	30 	27 	151 	0 	0	3	0	0	0	3	0	0	0
119	5	0	2	2	1	1	0	"Darkangel Knight Ene Gloves"	150	101	6 	100	580	0 	19 	104 	0 	0	3	0	3	0	0	0	0	0
//
120	5	0	2	2	1	1	0	"Holyangel Knight Gloves"	150	133	6	100	680	131	38	0 	0	0 	3	0	3	0	0	0	0	0 
121	5	0	2	2	1	1	0	"Holyangel Wizard Gloves"	150	115	6	100	680	33 	11	0 	0	0 	3	3	0	0	0	0	0	0 
122	5	0	2	2	1	1	0	"Holyangel Elf Gloves"		150	123	6	100	680	31 	68	0 	0	0 	3	0	0	3	0	0	0	0 
123	5	0	2	2	1	1	0	"Holyangel Summoner Gloves"	150	111	8	100	680	25 	5 	0 	0	0 	3	0	0	0	0	0	3	0 
124	5	0	2	2	1	1	0	"Holyangel Magic Gloves"	150	130	7	100	680	115	47	0 	0	0 	3	0	0	0	3	0	0	0 
125	5	0	2	2	1	1	0	"Holyangel Lord Gloves"		150	114	5	100	680	50 	13	0 	0	0 	3	0	0	0	0	3	0	0 
127	5	0	2	2	1	1	0	"Holyangel Knight Gloves"	150	151	6	100	680	0 	19	104	0	0 	3	0	3	0	0	0	0	0 
128	5	0	2	2	1	1	0	"Holyangel Elf Gloves"		150	52 	7	100	680	12 	25	148	0	0 	3	0	0	3	0	0	0	0 
129	5	0	2	2	1	1	0	"Holyangel Magic Gloves"	150	127	7	100	680	30 	27	151	0	0 	3	0	0	0	3	0	0	0 
//
130	5	0	2	2	1	1	0	"Soul Knight Gloves"		150	178	6	100	780	131	38	0 	0	0 	3	0	3	0	0	0	0	0 
131	5	0	2	2	1	1	0	"Soul Wizard Gloves"		150	159	6	100	780	33 	11	0 	0	0 	3	3	0	0	0	0	0	0 
132	5	0	2	2	1	1	0	"Soul Elf Gloves"		150	170	6	100	780	31 	68	0 	0	0 	3	0	0	3	0	0	0	0 
133	5	0	2	2	1	1	0	"Soul Summoner Gloves"		150	158	8	100	780	25 	5 	0 	0	0 	3	0	0	0	0	0	3	0 
134	5	0	2	2	1	1	0	"Soul Magic Gloves"		150	175	7	100	780	115	47	0 	0	0 	3	0	0	0	3	0	0	0 
135	5	0	2	2	1	1	0	"Soul Lord Gloves"		150	159	5	100	780	50 	13	0 	0	0 	3	0	0	0	0	3	0	0 
137	5	0	2	2	1	1	0	"Soul Knight Gloves"		150	196	6	100	780	0 	19	104	0	0 	3	0	3	0	0	0	0	0 
138	5	0	2	2	1	1	0	"Soul Elf Gloves"		150	93 	7	100	780	12 	25	148	0	0 	3	0	0	3	0	0	0	0 
139	5	0	2	2	1	1	0	"Soul Magic Gloves"		150	172	7	100	780	30 	27	151	0	0 	3	0	0	0	3	0	0	0 

//Tier1
301	5	0	2	2	1	1	0	"Great Dragon Gloves"		150	58	6	100	380	131	38	0	0	0	3	0  	3  	0  	0  	0  	0  	0
302	5	0	2	2	1	1	0	"Dark Soul Gloves"		150	40  	6 	100	380	33	11	0	0	0	3	3  	0  	0  	0  	0  	0  	0
303	5	0	2	2	1	1	0	"Red Spirit Gloves"		150	48	6	100	380	31	68	0	0	0	3	0  	0  	3  	0  	0  	0  	0
304	5	0	2	2	1	1	0	"Demonic Gloves"		150	36	8	100	380	25	5	0	0	0	3	0  	0  	0  	0  	0  	3  	0
305	5	0	2	2	1	1	0	"Hurricane Gloves"		150	55	7	100	380	115	47	0	0	0	3	0  	0  	0  	3  	0  	0  	0
306	5	0	2	2	1	1	0	"Dark Master Gloves"		150	39	5	100	380	50	13	0	0	0	3	0  	0  	0  	0  	3  	0  	0
308 	5 	0 	2 	2 	1 	1 	0 	"Thunder Hawk Gloves"		150 	52 	7 	100 	380 	30 	27 	151 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 
309	5	0	2	2	1	1	0	"Leather Gloves"		150	76	6	100	380	0	19	14	0	0	3	0  	3  	0  	0  	0  	0  	0
310	5	0	2	2	1	1	0	"Vine Gloves"			150	20	6	100	380	12	25	148	0	0	3	0  	0  	3  	0  	0  	0  	0

//Tier2
311	5	0	2	2	1	1	0	"Great Dragon Gloves"		150	83 	6 	100	580	131 	38 	0 	0 	0	3	0	3	0	0	0	0	0
312	5	0	2	2	1	1	0	"Dark Soul Gloves"		150	65 	6 	100	580	33 	11 	0 	0 	0	3	3	0	0	0	0	0	0
313	5	0	2	2	1	1	0	"Red Spirit Gloves"		150	73 	6 	100	580	31 	68 	0 	0 	0	3	0	0	3	0	0	0	0
